TransactionAmount,PreviousTransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,Cluster,Cluster_Label
131.43,179,1,5,2,43.0,0,65.0,1.0,1337.5,348,1,High_Value_Premium
516.72,1626,1,23,0,42.0,1,128.0,1.0,2015.69,311,1,High_Value_Premium
374.5,1157,0,37,1,26.0,3,178.0,1.0,1671.51,134,1,High_Value_Premium
166.13,1432,1,29,0,68.0,0,227.0,1.0,11822.53,344,2,Medium_Risk_Standard
626.9,1628,1,6,0,23.0,3,146.0,1.0,587.11,306,1,High_Value_Premium
466.85,1121,1,2,1,56.0,2,165.0,1.0,5422.53,192,0,Low_Risk_Regular
788.84,775,1,31,2,58.0,2,231.0,1.0,1913.73,199,1,High_Value_Premium
525.28,548,1,7,0,69.0,2,134.0,1.0,4693.6,196,0,Low_Risk_Regular
632.69,1464,1,10,0,80.0,2,76.0,1.0,4363.74,183,0,Low_Risk_Regular
124.35,2000,1,28,0,72.0,2,90.0,1.0,3319.76,311,1,High_Value_Premium
43.85,435,1,14,0,62.0,2,122.0,1.0,4356.98,55,0,Low_Risk_Regular
283.81,419,1,36,1,28.0,3,29.0,1.0,1519.35,262,1,High_Value_Premium
168.53,949,1,37,0,71.0,2,112.0,1.0,5962.58,345,0,Low_Risk_Regular
218.59,1914,0,10,1,40.0,1,123.0,1.0,6699.23,49,0,Low_Risk_Regular
132.84,1317,1,28,0,21.0,3,143.0,1.0,822.73,137,1,High_Value_Premium
157.37,1840,0,9,1,42.0,0,289.0,1.0,13964.31,247,2,Medium_Risk_Standard
144.77,1120,1,0,2,20.0,3,159.0,1.0,867.32,270,1,High_Value_Premium
643.22,699,1,1,0,64.0,0,93.0,1.0,1035.86,83,1,High_Value_Premium
1392.54,1869,1,12,1,41.0,0,297.0,1.0,13347.69,172,2,Medium_Risk_Standard
208.07,1090,1,28,2,32.0,0,36.0,1.0,8478.9,319,0,Low_Risk_Regular
295.5,1893,1,23,0,59.0,2,36.0,1.0,6280.66,45,0,Low_Risk_Regular
30.23,1796,1,2,0,44.0,0,99.0,1.0,481.13,342,1,High_Value_Premium
180.24,1053,1,31,1,58.0,1,144.0,1.0,8431.23,174,0,Low_Risk_Regular
13.71,857,0,10,2,38.0,1,148.0,1.0,8342.79,293,0,Low_Risk_Regular
96.54,444,1,27,1,58.0,2,95.0,1.0,7182.22,248,0,Low_Risk_Regular
101.04,1096,1,35,0,27.0,3,160.0,1.0,1695.57,20,1,High_Value_Premium
39.66,778,1,41,1,52.0,1,169.0,1.0,8497.34,57,0,Low_Risk_Regular
99.36,732,1,39,0,40.0,0,46.0,1.0,1272.12,172,1,High_Value_Premium
123.85,1354,1,19,2,56.0,1,244.0,1.0,3959.62,13,1,High_Value_Premium
426.93,2087,1,29,0,19.0,3,248.0,1.0,476.19,169,1,High_Value_Premium
133.73,768,0,38,2,25.0,3,123.0,1.0,1872.22,179,1,High_Value_Premium
222.39,1334,1,41,2,49.0,1,73.0,1.0,3117.39,268,1,High_Value_Premium
215.94,877,0,41,2,22.0,3,140.0,1.0,1841.69,261,1,High_Value_Premium
6.3,2032,1,8,1,80.0,2,283.0,5.0,7697.68,349,0,Low_Risk_Regular
131.46,755,1,5,1,67.0,2,258.0,1.0,6642.33,306,0,Low_Risk_Regular
202.86,807,0,22,1,61.0,0,149.0,1.0,7642.25,151,0,Low_Risk_Regular
268.39,1024,1,24,0,26.0,3,171.0,1.0,136.74,17,1,High_Value_Premium
194.85,1467,1,17,2,23.0,3,130.0,4.0,319.84,98,1,High_Value_Premium
353.82,586,1,25,0,42.0,0,143.0,1.0,705.75,17,1,High_Value_Premium
364.42,1630,1,7,0,51.0,1,146.0,1.0,8119.73,173,0,Low_Risk_Regular
195.12,1169,1,21,0,46.0,0,144.0,1.0,6101.15,256,0,Low_Risk_Regular
230.61,1405,1,33,1,80.0,2,204.0,1.0,2561.42,203,1,High_Value_Premium
739.28,976,0,40,1,58.0,0,47.0,1.0,11905.64,289,2,Medium_Risk_Standard
390.35,1562,0,29,0,64.0,0,61.0,1.0,7095.88,218,0,Low_Risk_Regular
242.03,431,1,9,2,58.0,1,124.0,1.0,4382.73,49,0,Low_Risk_Regular
242.39,1863,0,35,0,18.0,3,271.0,1.0,1328.73,25,1,High_Value_Premium
135.03,334,1,37,0,23.0,3,180.0,1.0,1278.0,115,1,High_Value_Premium
193.54,1724,1,28,1,80.0,2,267.0,1.0,2929.51,123,1,High_Value_Premium
775.23,1241,0,0,2,59.0,0,38.0,1.0,5977.59,38,0,Low_Risk_Regular
266.57,1560,1,12,0,72.0,2,100.0,1.0,7676.92,174,0,Low_Risk_Regular
153.4,536,1,23,0,45.0,1,144.0,1.0,4657.7,105,0,Low_Risk_Regular
946.94,2015,1,5,1,53.0,2,251.0,1.0,5579.11,48,0,Low_Risk_Regular
5.12,1649,1,27,1,34.0,1,90.0,1.0,3293.01,248,1,High_Value_Premium
119.11,1044,1,11,0,57.0,1,131.0,1.0,7998.25,205,0,Low_Risk_Regular
1096.7,506,1,7,2,24.0,3,147.0,1.0,1093.89,304,1,High_Value_Premium
119.72,191,1,40,1,30.0,1,123.0,1.0,3435.34,237,1,High_Value_Premium
107.4,1000,1,41,2,58.0,0,32.0,1.0,344.07,100,1,High_Value_Premium
115.92,106,1,33,0,53.0,2,57.0,1.0,3897.17,159,1,High_Value_Premium
438.04,1344,1,30,0,67.0,2,247.0,1.0,5358.95,10,0,Low_Risk_Regular
677.29,688,1,15,2,27.0,1,287.0,1.0,627.79,53,1,High_Value_Premium
296.0,753,1,19,1,35.0,0,248.0,1.0,7418.82,31,0,Low_Risk_Regular
299.09,81,0,4,1,36.0,1,84.0,1.0,5615.26,98,0,Low_Risk_Regular
461.52,756,0,10,1,24.0,3,44.0,1.0,1995.18,150,1,High_Value_Premium
100.52,166,1,19,0,50.0,1,110.0,1.0,453.39,304,1,High_Value_Premium
85.35,1066,1,42,0,66.0,2,166.0,1.0,2173.76,2,1,High_Value_Premium
79.76,195,1,33,1,39.0,1,170.0,1.0,6452.14,191,0,Low_Risk_Regular
778.49,1052,0,29,2,75.0,2,107.0,1.0,7713.67,178,0,Low_Risk_Regular
386.38,138,1,31,2,42.0,1,135.0,1.0,5528.36,223,0,Low_Risk_Regular
14.29,362,1,20,0,34.0,1,150.0,1.0,7016.99,149,0,Low_Risk_Regular
232.79,1519,0,16,1,55.0,2,145.0,1.0,2661.3,316,1,High_Value_Premium
1237.56,1829,0,2,1,60.0,1,159.0,1.0,9410.17,321,2,Medium_Risk_Standard
293.97,1827,1,31,1,68.0,2,153.0,1.0,7371.85,154,0,Low_Risk_Regular
136.32,1637,1,24,2,19.0,3,113.0,1.0,264.83,181,1,High_Value_Premium
251.06,1986,1,7,2,36.0,0,34.0,1.0,10001.66,230,2,Medium_Risk_Standard
50.17,1497,0,34,0,77.0,2,35.0,1.0,7752.14,275,0,Low_Risk_Regular
21.4,2101,1,14,1,34.0,1,258.0,1.0,9594.11,316,2,Medium_Risk_Standard
73.28,426,1,4,1,21.0,3,21.0,1.0,1329.41,273,1,High_Value_Premium
70.23,1472,1,22,0,38.0,0,260.0,1.0,11624.93,53,2,Medium_Risk_Standard
689.29,37,1,12,0,22.0,3,100.0,1.0,168.84,86,1,High_Value_Premium
745.03,1223,1,13,2,28.0,3,231.0,1.0,160.57,172,1,High_Value_Premium
54.61,1958,1,25,0,58.0,1,160.0,1.0,7135.64,56,0,Low_Risk_Regular
54.05,663,1,21,1,27.0,3,146.0,1.0,469.14,310,1,High_Value_Premium
107.47,597,1,2,2,67.0,2,144.0,1.0,7517.5,345,0,Low_Risk_Regular
611.11,1691,1,11,0,20.0,3,282.0,4.0,919.84,288,1,High_Value_Premium
219.63,1811,1,5,0,48.0,0,44.0,1.0,8013.63,66,0,Low_Risk_Regular
93.52,1295,1,30,2,51.0,1,97.0,1.0,2791.2,101,1,High_Value_Premium
275.92,1504,0,26,1,62.0,2,107.0,1.0,1777.38,76,1,High_Value_Premium
376.79,169,1,25,1,68.0,2,265.0,1.0,7749.14,141,0,Low_Risk_Regular
697.32,745,1,1,2,68.0,2,91.0,1.0,2016.02,294,1,High_Value_Premium
302.16,1688,1,18,2,80.0,2,138.0,5.0,3876.61,75,1,High_Value_Premium
442.74,1673,1,36,1,23.0,3,136.0,1.0,1790.27,202,1,High_Value_Premium
623.9,1254,1,38,0,27.0,3,249.0,1.0,711.47,232,1,High_Value_Premium
445.41,1859,1,14,0,35.0,0,235.0,3.0,12154.66,105,2,Medium_Risk_Standard
63.41,1898,1,13,0,26.0,3,36.0,1.0,1546.22,52,1,High_Value_Premium
346.85,1780,1,18,0,44.0,0,88.0,1.0,7208.15,242,0,Low_Risk_Regular
7.5,276,1,9,2,63.0,2,36.0,1.0,6485.78,304,0,Low_Risk_Regular
206.46,1925,1,41,0,65.0,2,279.0,1.0,3984.38,21,1,High_Value_Premium
423.11,1172,1,8,0,60.0,1,47.0,1.0,412.78,274,1,High_Value_Premium
35.84,520,0,7,2,54.0,2,172.0,1.0,4795.65,273,0,Low_Risk_Regular
88.6,261,0,33,1,28.0,3,105.0,1.0,246.57,144,1,High_Value_Premium
1431.3,1419,1,28,0,18.0,3,168.0,1.0,1058.13,296,1,High_Value_Premium
22.46,773,1,27,2,54.0,2,78.0,1.0,6631.5,83,0,Low_Risk_Regular
334.89,1141,1,13,2,21.0,3,260.0,1.0,1661.68,141,1,High_Value_Premium
319.27,1138,0,29,2,54.0,2,59.0,1.0,5504.01,12,0,Low_Risk_Regular
144.3,2005,1,28,0,18.0,3,88.0,1.0,312.19,255,1,High_Value_Premium
348.7,695,0,14,1,69.0,2,149.0,1.0,2445.58,35,1,High_Value_Premium
366.21,73,1,28,0,62.0,0,181.0,1.0,10862.99,312,2,Medium_Risk_Standard
99.11,681,1,30,2,55.0,2,12.0,1.0,5414.87,192,0,Low_Risk_Regular
539.35,809,1,25,0,55.0,2,127.0,1.0,3919.44,325,1,High_Value_Premium
188.99,911,1,28,1,58.0,1,92.0,1.0,7315.34,69,0,Low_Risk_Regular
1416.69,89,1,26,0,46.0,1,58.0,1.0,3740.73,311,1,High_Value_Premium
710.14,412,1,12,0,26.0,3,227.0,1.0,465.63,356,1,High_Value_Premium
308.68,356,1,25,2,53.0,0,170.0,1.0,9992.36,233,2,Medium_Risk_Standard
166.68,517,1,23,0,57.0,2,139.0,1.0,5141.19,355,0,Low_Risk_Regular
505.19,451,1,18,0,30.0,0,128.0,5.0,5326.68,236,0,Low_Risk_Regular
66.58,1970,1,33,1,23.0,3,79.0,1.0,1636.32,145,1,High_Value_Premium
223.43,218,1,9,1,77.0,2,178.0,1.0,7932.41,195,0,Low_Risk_Regular
659.95,1516,1,11,2,60.0,1,114.0,1.0,3927.69,3,1,High_Value_Premium
634.86,1263,1,6,0,27.0,3,45.0,1.0,588.5,97,1,High_Value_Premium
286.5,1714,0,4,1,30.0,1,60.0,1.0,8517.95,174,0,Low_Risk_Regular
322.96,1908,0,30,1,76.0,2,168.0,1.0,2401.59,300,1,High_Value_Premium
654.48,1238,1,8,1,19.0,3,114.0,1.0,6776.41,234,0,Low_Risk_Regular
157.97,991,1,30,1,48.0,0,140.0,1.0,5529.92,223,0,Low_Risk_Regular
254.77,107,1,10,1,57.0,1,57.0,1.0,5994.87,44,0,Low_Risk_Regular
795.96,1575,1,33,2,65.0,2,119.0,1.0,5468.58,123,0,Low_Risk_Regular
149.25,578,1,29,0,39.0,1,142.0,1.0,5677.52,78,0,Low_Risk_Regular
68.19,449,0,14,2,40.0,0,189.0,1.0,9895.1,87,2,Medium_Risk_Standard
37.57,670,1,12,0,57.0,2,42.0,1.0,7739.54,178,0,Low_Risk_Regular
127.0,1483,0,26,1,19.0,3,68.0,5.0,431.16,229,1,High_Value_Premium
448.33,675,1,1,0,25.0,3,161.0,1.0,922.19,201,1,High_Value_Premium
1116.48,1502,1,36,0,51.0,1,55.0,1.0,447.53,311,1,High_Value_Premium
8.65,884,1,19,2,48.0,0,273.0,1.0,10778.35,160,2,Medium_Risk_Standard
539.81,305,1,37,2,46.0,1,177.0,1.0,2051.25,162,1,High_Value_Premium
363.53,109,1,18,0,63.0,2,142.0,1.0,1038.91,273,1,High_Value_Premium
64.9,259,0,11,1,51.0,2,72.0,1.0,6854.61,235,0,Low_Risk_Regular
358.18,579,1,4,0,18.0,3,157.0,1.0,619.86,95,1,High_Value_Premium
167.2,111,1,35,1,30.0,0,84.0,1.0,11320.83,29,2,Medium_Risk_Standard
121.91,1026,1,6,1,60.0,0,133.0,1.0,14510.8,156,2,Medium_Risk_Standard
137.57,2016,1,21,2,54.0,1,70.0,1.0,5103.67,298,0,Low_Risk_Regular
534.62,1981,1,28,2,55.0,0,45.0,1.0,13793.53,12,2,Medium_Risk_Standard
463.92,439,1,23,2,50.0,1,199.0,1.0,2403.39,171,1,High_Value_Premium
320.14,176,1,25,2,60.0,2,96.0,1.0,3075.97,77,1,High_Value_Premium
214.93,760,1,0,2,28.0,3,52.0,1.0,7835.4,148,0,Low_Risk_Regular
660.02,1642,1,26,1,20.0,3,84.0,1.0,414.43,132,1,High_Value_Premium
345.81,1013,1,33,1,40.0,1,135.0,1.0,6116.8,350,0,Low_Risk_Regular
143.54,1652,1,30,0,71.0,2,80.0,1.0,6067.62,119,0,Low_Risk_Regular
1063.25,100,0,29,2,21.0,3,128.0,1.0,1240.71,76,1,High_Value_Premium
541.79,1275,1,23,0,22.0,3,125.0,1.0,1454.08,305,1,High_Value_Premium
40.57,246,1,8,1,26.0,3,63.0,1.0,1476.91,14,1,High_Value_Premium
120.24,1363,1,25,1,18.0,3,131.0,2.0,1943.13,117,1,High_Value_Premium
498.67,1979,1,24,2,28.0,3,244.0,1.0,1719.97,121,1,High_Value_Premium
227.22,518,1,12,0,53.0,0,220.0,1.0,832.82,332,1,High_Value_Premium
1182.86,2008,1,40,2,30.0,1,34.0,1.0,7696.16,155,0,Low_Risk_Regular
59.44,945,1,6,2,35.0,1,176.0,1.0,5472.03,11,0,Low_Risk_Regular
230.46,666,1,23,2,19.0,3,179.0,1.0,162.53,147,1,High_Value_Premium
65.09,372,0,39,2,44.0,1,159.0,1.0,9370.9,198,2,Medium_Risk_Standard
457.09,831,0,26,2,55.0,1,63.0,1.0,8570.82,142,0,Low_Risk_Regular
552.02,1945,0,6,0,44.0,1,100.0,1.0,522.08,182,1,High_Value_Premium
377.12,1291,1,15,0,34.0,1,61.0,1.0,836.67,316,1,High_Value_Premium
204.56,1461,0,36,1,18.0,3,179.0,1.0,364.72,243,1,High_Value_Premium
420.28,776,1,42,1,35.0,0,144.0,1.0,8557.32,158,0,Low_Risk_Regular
97.09,588,1,13,0,24.0,3,202.0,4.0,1579.57,10,1,High_Value_Premium
124.59,716,1,5,1,27.0,3,171.0,1.0,129.29,178,1,High_Value_Premium
73.88,5,1,5,2,39.0,0,34.0,1.0,6474.41,166,0,Low_Risk_Regular
106.16,606,1,31,0,56.0,0,277.0,4.0,7487.79,148,0,Low_Risk_Regular
245.93,896,1,14,1,54.0,1,172.0,1.0,7986.63,334,0,Low_Risk_Regular
622.41,2014,1,16,0,64.0,0,125.0,1.0,7322.01,85,0,Low_Risk_Regular
43.73,549,1,29,0,34.0,0,145.0,1.0,9929.43,250,2,Medium_Risk_Standard
1282.86,759,1,2,1,19.0,3,68.0,1.0,1830.98,69,1,High_Value_Premium
2.03,2123,0,11,0,33.0,1,28.0,1.0,3012.31,147,1,High_Value_Premium
770.65,1070,1,17,2,31.0,0,137.0,1.0,7198.8,158,0,Low_Risk_Regular
260.31,365,1,2,1,63.0,0,113.0,1.0,10980.38,339,2,Medium_Risk_Standard
356.1,1727,0,13,1,26.0,3,187.0,1.0,868.35,278,1,High_Value_Premium
27.07,405,0,41,1,80.0,2,39.0,1.0,3773.29,214,1,High_Value_Premium
119.89,2056,1,40,0,67.0,0,60.0,1.0,6697.77,159,0,Low_Risk_Regular
106.39,255,1,41,2,37.0,0,281.0,1.0,9410.99,249,2,Medium_Risk_Standard
12.04,1839,1,13,2,37.0,1,58.0,1.0,6213.32,122,0,Low_Risk_Regular
365.7,150,1,15,1,21.0,3,115.0,2.0,368.78,234,1,High_Value_Premium
29.38,264,0,3,1,28.0,3,63.0,1.0,1663.31,284,1,High_Value_Premium
319.85,1175,1,10,0,60.0,0,148.0,1.0,711.66,82,1,High_Value_Premium
350.14,499,0,20,2,75.0,2,38.0,1.0,2403.25,137,1,High_Value_Premium
163.94,1227,0,41,1,52.0,2,73.0,1.0,5957.37,208,0,Low_Risk_Regular
170.53,212,1,28,1,24.0,3,58.0,1.0,801.01,206,1,High_Value_Premium
41.49,649,1,0,2,24.0,3,13.0,1.0,928.33,339,1,High_Value_Premium
121.43,484,0,34,1,52.0,1,243.0,1.0,7365.28,65,0,Low_Risk_Regular
350.46,1998,1,26,1,51.0,2,165.0,1.0,5839.38,9,0,Low_Risk_Regular
220.41,1406,0,12,2,26.0,1,155.0,1.0,5116.98,221,0,Low_Risk_Regular
33.46,294,1,39,0,72.0,2,111.0,1.0,3641.07,169,1,High_Value_Premium
104.79,1233,1,10,0,70.0,0,223.0,1.0,1352.19,224,1,High_Value_Premium
246.27,2106,1,14,2,29.0,0,141.0,1.0,7299.86,273,0,Low_Risk_Regular
48.85,2001,1,9,0,19.0,3,176.0,1.0,1503.56,52,1,High_Value_Premium
332.0,671,1,5,0,69.0,2,17.0,1.0,5943.13,40,0,Low_Risk_Regular
118.1,1760,1,22,2,54.0,1,167.0,1.0,895.66,171,1,High_Value_Premium
84.59,632,0,19,1,67.0,0,10.0,1.0,5669.1,49,0,Low_Risk_Regular
295.64,2029,1,17,2,21.0,3,82.0,1.0,1061.96,257,1,High_Value_Premium
514.33,871,1,30,1,25.0,3,160.0,1.0,1592.94,353,1,High_Value_Premium
94.59,1951,1,42,2,39.0,0,34.0,1.0,6171.89,253,0,Low_Risk_Regular
80.43,24,1,8,1,59.0,2,157.0,1.0,5987.67,115,0,Low_Risk_Regular
54.25,1201,1,41,2,68.0,0,37.0,1.0,14783.33,150,2,Medium_Risk_Standard
178.88,979,0,9,1,76.0,2,93.0,4.0,4708.29,346,0,Low_Risk_Regular
518.85,1720,1,18,2,22.0,3,82.0,1.0,1806.0,14,1,High_Value_Premium
10.65,647,1,21,2,54.0,0,161.0,1.0,13240.72,238,2,Medium_Risk_Standard
107.03,407,1,24,1,27.0,3,73.0,1.0,1408.07,349,1,High_Value_Premium
139.57,1856,1,13,0,19.0,3,263.0,3.0,271.78,60,1,High_Value_Premium
346.11,25,1,9,1,41.0,1,213.0,1.0,9551.64,100,2,Medium_Risk_Standard
138.06,1167,1,5,1,44.0,1,159.0,1.0,1070.47,29,1,High_Value_Premium
158.02,1517,1,27,0,49.0,1,120.0,1.0,9374.24,214,2,Medium_Risk_Standard
830.01,1144,0,6,2,66.0,2,96.0,1.0,4253.18,303,0,Low_Risk_Regular
110.49,1762,1,33,2,57.0,0,48.0,1.0,10483.93,356,2,Medium_Risk_Standard
329.4,2081,1,10,2,34.0,0,68.0,1.0,9588.07,92,2,Medium_Risk_Standard
635.4,1507,1,10,0,47.0,0,106.0,1.0,1238.11,321,1,High_Value_Premium
769.97,275,1,36,1,22.0,3,23.0,1.0,1244.93,208,1,High_Value_Premium
175.07,1415,1,7,1,26.0,3,169.0,1.0,1040.25,112,1,High_Value_Premium
7.31,1011,1,19,1,78.0,2,282.0,1.0,5757.67,52,0,Low_Risk_Regular
32.54,1061,1,28,2,25.0,3,183.0,4.0,1544.88,38,1,High_Value_Premium
56.12,1477,1,12,0,30.0,0,102.0,1.0,8839.67,187,0,Low_Risk_Regular
424.7,168,0,24,2,56.0,2,178.0,1.0,6239.89,122,0,Low_Risk_Regular
35.73,930,1,24,1,65.0,0,87.0,1.0,9073.17,285,2,Medium_Risk_Standard
3.44,115,1,13,0,78.0,2,108.0,1.0,7561.33,356,0,Low_Risk_Regular
1342.25,673,0,13,1,21.0,3,235.0,1.0,694.03,97,1,High_Value_Premium
139.03,1386,0,20,2,50.0,1,81.0,1.0,2276.57,305,1,High_Value_Premium
254.92,1487,0,35,0,28.0,1,169.0,1.0,2791.12,55,1,High_Value_Premium
115.11,717,1,0,2,28.0,1,139.0,1.0,9808.97,235,2,Medium_Risk_Standard
171.11,758,1,37,0,57.0,2,171.0,1.0,6324.09,137,0,Low_Risk_Regular
168.54,180,1,28,0,70.0,0,142.0,2.0,13406.0,111,2,Medium_Risk_Standard
408.46,373,1,33,1,64.0,2,28.0,1.0,3140.79,117,1,High_Value_Premium
1162.42,1335,0,11,2,30.0,0,45.0,1.0,10357.26,166,2,Medium_Risk_Standard
342.17,2027,0,27,1,21.0,3,247.0,1.0,461.83,129,1,High_Value_Premium
580.71,1514,1,30,0,53.0,1,95.0,1.0,5670.0,270,0,Low_Risk_Regular
821.54,1332,0,1,1,79.0,2,36.0,1.0,4040.32,333,0,Low_Risk_Regular
253.47,952,1,1,1,20.0,3,238.0,1.0,220.51,109,1,High_Value_Premium
22.81,846,1,27,2,62.0,2,75.0,1.0,3634.76,96,1,High_Value_Premium
266.57,1056,0,4,2,39.0,1,96.0,1.0,7180.48,47,0,Low_Risk_Regular
374.61,1381,0,23,2,75.0,2,37.0,1.0,1389.71,300,1,High_Value_Premium
339.35,186,0,4,0,78.0,2,70.0,1.0,5002.7,114,0,Low_Risk_Regular
810.36,103,1,8,0,20.0,3,67.0,1.0,9239.12,56,2,Medium_Risk_Standard
9.83,1160,1,22,0,24.0,3,86.0,1.0,666.42,160,1,High_Value_Premium
135.57,953,0,4,1,51.0,0,116.0,1.0,11351.64,320,2,Medium_Risk_Standard
340.05,1739,1,11,0,43.0,1,37.0,1.0,7234.15,80,0,Low_Risk_Regular
283.45,1681,1,7,1,27.0,1,127.0,1.0,2049.51,148,1,High_Value_Premium
100.99,841,1,27,0,68.0,0,114.0,1.0,8865.27,169,0,Low_Risk_Regular
90.88,293,1,0,1,18.0,3,176.0,1.0,3908.47,50,1,High_Value_Premium
655.15,4,1,39,0,26.0,1,264.0,1.0,5587.44,52,0,Low_Risk_Regular
320.55,683,1,25,2,50.0,1,118.0,1.0,438.75,111,1,High_Value_Premium
41.51,1602,1,31,2,28.0,3,48.0,1.0,609.6,330,1,High_Value_Premium
71.53,1748,0,17,1,68.0,2,39.0,1.0,2393.73,336,1,High_Value_Premium
467.13,1574,0,18,1,54.0,2,45.0,1.0,3914.84,35,1,High_Value_Premium
235.4,1559,1,11,1,28.0,3,70.0,1.0,818.36,230,1,High_Value_Premium
159.32,96,1,39,1,18.0,3,100.0,1.0,304.44,249,1,High_Value_Premium
50.83,2037,0,30,2,30.0,0,48.0,1.0,9553.42,223,2,Medium_Risk_Standard
56.89,190,0,15,1,59.0,1,56.0,1.0,3034.67,209,1,High_Value_Premium
20.22,428,1,17,0,43.0,1,138.0,1.0,5515.32,9,0,Low_Risk_Regular
50.4,508,1,35,1,36.0,0,84.0,1.0,1677.01,54,1,High_Value_Premium
73.88,724,1,20,1,53.0,2,131.0,1.0,4055.55,108,0,Low_Risk_Regular
119.61,450,1,36,0,33.0,0,53.0,1.0,9899.94,65,2,Medium_Risk_Standard
1241.05,1878,1,24,1,18.0,3,129.0,1.0,756.74,324,1,High_Value_Premium
116.58,1389,1,33,1,43.0,1,247.0,1.0,2620.74,27,1,High_Value_Premium
156.26,13,0,41,1,46.0,1,160.0,1.0,7854.1,186,0,Low_Risk_Regular
427.0,1203,0,28,1,49.0,1,163.0,1.0,8253.65,67,0,Low_Risk_Regular
67.57,1311,1,5,1,37.0,1,107.0,1.0,2766.12,291,1,High_Value_Premium
326.29,1985,1,10,2,56.0,1,179.0,1.0,8171.26,260,0,Low_Risk_Regular
158.56,367,1,34,0,33.0,0,100.0,1.0,5401.21,264,0,Low_Risk_Regular
56.02,980,1,22,2,27.0,3,142.0,1.0,3548.02,95,1,High_Value_Premium
245.67,14,0,32,1,24.0,3,107.0,1.0,752.25,82,1,High_Value_Premium
152.18,1244,0,20,2,39.0,1,176.0,4.0,2459.84,266,1,High_Value_Premium
114.35,1906,0,12,1,41.0,1,21.0,1.0,469.12,230,1,High_Value_Premium
504.63,1825,1,32,2,60.0,1,168.0,1.0,3806.16,87,1,High_Value_Premium
126.22,701,1,1,0,46.0,1,77.0,4.0,6133.41,78,0,Low_Risk_Regular
820.15,2041,1,18,1,47.0,0,181.0,1.0,8802.97,251,0,Low_Risk_Regular
8.37,68,1,7,0,63.0,2,135.0,1.0,1106.34,299,1,High_Value_Premium
197.49,1049,0,14,2,53.0,2,30.0,1.0,5005.33,17,0,Low_Risk_Regular
637.97,1716,1,27,1,58.0,2,90.0,1.0,7949.03,93,0,Low_Risk_Regular
13.52,757,1,39,0,26.0,3,65.0,1.0,259.77,7,1,High_Value_Premium
432.1,471,1,37,0,49.0,1,240.0,1.0,2114.3,233,1,High_Value_Premium
375.17,913,1,13,0,51.0,1,66.0,2.0,5495.3,302,0,Low_Risk_Regular
642.68,282,1,14,1,50.0,0,94.0,1.0,8461.46,135,0,Low_Risk_Regular
78.44,1882,0,38,2,52.0,2,292.0,1.0,6870.84,255,0,Low_Risk_Regular
139.72,93,1,22,1,49.0,1,201.0,1.0,5058.83,121,0,Low_Risk_Regular
499.99,1215,1,38,1,31.0,1,296.0,1.0,8885.0,162,0,Low_Risk_Regular
10.07,99,1,0,2,24.0,3,49.0,1.0,530.81,154,1,High_Value_Premium
120.62,348,1,33,0,23.0,3,85.0,1.0,9379.53,16,2,Medium_Risk_Standard
578.49,1672,1,26,1,59.0,2,180.0,1.0,6475.13,27,0,Low_Risk_Regular
119.3,1357,1,23,1,34.0,1,22.0,5.0,319.04,152,1,High_Value_Premium
280.92,2134,1,31,2,41.0,0,168.0,1.0,5298.85,18,0,Low_Risk_Regular
42.42,868,1,34,2,21.0,3,102.0,1.0,490.57,168,1,High_Value_Premium
77.03,977,1,14,0,67.0,0,259.0,1.0,11310.27,103,2,Medium_Risk_Standard
22.59,500,1,39,0,62.0,2,45.0,1.0,3988.75,119,1,High_Value_Premium
568.76,1615,1,3,0,51.0,2,155.0,1.0,7484.32,345,0,Low_Risk_Regular
105.94,1232,1,28,1,51.0,1,207.0,1.0,5963.1,216,0,Low_Risk_Regular
733.29,462,1,41,0,52.0,0,94.0,5.0,10427.0,49,2,Medium_Risk_Standard
350.15,1907,0,14,0,21.0,3,195.0,1.0,296.47,134,1,High_Value_Premium
1151.18,1350,1,18,0,65.0,0,105.0,1.0,1100.06,39,1,High_Value_Premium
183.67,1014,1,36,2,19.0,3,238.0,1.0,910.26,281,1,High_Value_Premium
278.27,580,1,40,1,29.0,0,123.0,1.0,6684.34,215,0,Low_Risk_Regular
470.3,1469,1,2,0,40.0,0,88.0,1.0,8524.09,97,0,Low_Risk_Regular
261.69,1920,1,30,0,53.0,2,84.0,1.0,5126.65,166,0,Low_Risk_Regular
365.04,397,1,41,1,22.0,3,94.0,1.0,873.89,344,1,High_Value_Premium
211.1,1479,1,24,1,57.0,2,136.0,1.0,7059.77,38,0,Low_Risk_Regular
21.49,705,1,10,0,58.0,0,240.0,1.0,11991.24,105,2,Medium_Risk_Standard
63.58,1460,1,8,0,18.0,3,199.0,1.0,8086.04,332,0,Low_Risk_Regular
321.86,1155,1,35,0,63.0,0,167.0,1.0,12626.49,12,2,Medium_Risk_Standard
642.54,744,1,25,1,44.0,1,28.0,1.0,3143.17,253,1,High_Value_Premium
313.65,155,0,6,1,55.0,2,173.0,1.0,1886.36,265,1,High_Value_Premium
99.76,1237,1,34,1,26.0,3,131.0,1.0,416.89,3,1,High_Value_Premium
115.32,1168,1,10,1,53.0,2,113.0,1.0,5929.08,133,0,Low_Risk_Regular
